Código Actividad SII,Nombre Actividad SII,Código MCC,Nombre MCC,Registrado en restricciones adquirentes
131100,PREPARACIÓN E HILATURA DE FIBRAS TEXTILES,5949,"Tiendas de artículos de costura, agujas, telas y precios",5949
131200,TEJEDURA DE PRODUCTOS TEXTILES,5949,"Tiendas de artículos de costura, agujas, telas y precios",5949
131300,ACABADO DE PRODUCTOS TEXTILES,5949,"Tiendas de artículos de costura, agujas, telas y precios",5949
139100,FABRICACIÓN DE TEJIDOS DE PUNTO Y GANCHILLO,5949,"Tiendas de artículos de costura, agujas, telas y precios",5949
139200,"FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",5085,"Suministros industriales, no clasificados en otra parte",5085
139200,"FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",5999,Tiendas minoristas diversas y especializadas,5999
139200,"FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",7399,"Servicios comerciales, no clasificados en otra parte",7399
139300,FABRICACIÓN DE TAPICES Y ALFOMBRAS,7399,"Servicios comerciales, no clasificados en otra parte",7399
139400,"FABRICACIÓN DE CUERDAS, CORDELES, BRAMANTES Y REDES",5085,"Suministros industriales, no clasificados en otra parte",5085
139400,"FABRICACIÓN DE CUERDAS, CORDELES, BRAMANTES Y REDES",7399,"Servicios comerciales, no clasificados en otra parte",7399
139900,FABRICACIÓN DE OTROS PRODUCTOS TEXTILES N.C.P.,5085,"Suministros industriales, no clasificados en otra parte",5085
139900,FABRICACIÓN DE OTROS PRODUCTOS TEXTILES N.C.P.,5699,Tiendas de ropa y accesorios varios,5699
139900,FABRICACIÓN DE OTROS PRODUCTOS TEXTILES N.C.P.,5999,Tiendas minoristas diversas y especializadas,5999
139900,FABRICACIÓN DE OTROS PRODUCTOS TEXTILES N.C.P.,7399,"Servicios comerciales, no clasificados en otra parte",7399
141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,5137,"Uniformes y ropa comercial para hombres, mujeres y niños.",5137
141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,5611,Tiendas de ropa y complementos para hombre y niño,5611
141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,5641,Tiendas de ropa para niños y bebés,5641
141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,5651,Tiendas de ropa familiar,5651
141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,5655,"Ropa deportiva, Tiendas de ropa para montar",5655
141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,5691,Tiendas de ropa para hombres y mujeres,5691
141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,5699,Tiendas de ropa y accesorios varios,5699
141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,5137,"Uniformes y ropa comercial para hombres, mujeres y niños.",5137
141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,5611,Tiendas de ropa y complementos para hombre y niño,5611
141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,5641,Tiendas de ropa para niños y bebés,5641
141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,5651,Tiendas de ropa familiar,5651
141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,5655,"Ropa deportiva, Tiendas de ropa para montar",5655
141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,5691,Tiendas de ropa para hombres y mujeres,5691
141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,5699,Tiendas de ropa y accesorios varios,5699
141003,FABRICACIÓN DE ACCESORIOS DE VESTIR,5631,Tiendas especializadas y de accesorios para mujer,5631
141003,FABRICACIÓN DE ACCESORIOS DE VESTIR,5699,Tiendas de ropa y accesorios varios,5699
141004,FABRICACIÓN DE ROPA DE TRABAJO,5137,"Uniformes y ropa comercial para hombres, mujeres y niños.",5137
141004,FABRICACIÓN DE ROPA DE TRABAJO,5691,Tiendas de ropa para hombres y mujeres,5691
142000,FABRICACIÓN DE ARTÍCULOS DE PIEL,5699,Tiendas de ropa y accesorios varios,5699
142000,FABRICACIÓN DE ARTÍCULOS DE PIEL,5999,Tiendas minoristas diversas y especializadas,5999
142000,FABRICACIÓN DE ARTÍCULOS DE PIEL,7399,"Servicios comerciales, no clasificados en otra parte",7399
143000,FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO,5631,Tiendas especializadas y de accesorios para mujer,5631
143000,FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO,5699,Tiendas de ropa y accesorios varios,5699
143000,FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO,5949,"Tiendas de artículos de costura, agujas, telas y precios",5949
151100,CURTIDO Y ADOBO DE CUEROS; ADOBO Y TEÑIDO DE PIELES,5699,Tiendas de ropa y accesorios varios,5699
151100,CURTIDO Y ADOBO DE CUEROS; ADOBO Y TEÑIDO DE PIELES,5999,Tiendas minoristas diversas y especializadas,5999
151100,CURTIDO Y ADOBO DE CUEROS; ADOBO Y TEÑIDO DE PIELES,7399,"Servicios comerciales, no clasificados en otra parte",7399
151200,"FABRICACIÓN DE MALETAS, BOLSOS Y ARTÍCULOS SIMILARES, ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA",5199,"Bienes no duraderos, no clasificados en otra parte",5199
152000,FABRICACIÓN DE CALZADO,5139,Calzado Comercial,5139
152000,FABRICACIÓN DE CALZADO,7251,"Tiendas, talleres de reparación, lustrados de calzado y talleres de limpieza de sombreros.",7251
161000,ASERRADO Y ACEPILLADURA DE MADERA,5211,Tiendas de madera y materiales de construcción,5211
162100,FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO Y TABLEROS A BASE DE MADERA,5211,Tiendas de madera y materiales de construcción,5211
162200,FABRICACIÓN DE PARTES Y PIEZAS DE CARPINTERÍA PARA EDIFICIOS Y CONSTRUCCIONES,5039,"Materiales de construcción, no clasificados en otra parte",5039
162200,FABRICACIÓN DE PARTES Y PIEZAS DE CARPINTERÍA PARA EDIFICIOS Y CONSTRUCCIONES,5211,Tiendas de madera y materiales de construcción,5211
162300,FABRICACIÓN DE RECIPIENTES DE MADERA,5211,Tiendas de madera y materiales de construcción,5211
162900,"FABRICACIÓN DE OTROS PRODUCTOS DE MADERA, DE ARTÍCULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES",5211,Tiendas de madera y materiales de construcción,5211
170110,FABRICACIÓN DE CELULOSA Y OTRAS PASTAS DE MADERA,5085,"Suministros industriales, no clasificados en otra parte",5085
170110,FABRICACIÓN DE CELULOSA Y OTRAS PASTAS DE MADERA,5983,"Combustible: fueloil, madera, carbón, petróleo licuado",5983
170190,FABRICACIÓN DE PAPEL Y CARTÓN PARA SU POSTERIOR USO INDUSTRIAL N.C.P.,5085,"Suministros industriales, no clasificados en otra parte",5085
170200,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,5111,"Papelería, Material de oficina, Papel de impresión y para escribir",5111
170900,FABRICACIÓN DE OTROS ARTÍCULOS DE PAPEL Y CARTÓN,5111,"Papelería, Material de oficina, Papel de impresión y para escribir",5111
181101,IMPRESIÓN DE LIBROS,2741,Publicaciones e imprentas varias,2741
181101,IMPRESIÓN DE LIBROS,2741,Publicaciones e imprentas varias,2741
181101,IMPRESIÓN DE LIBROS,5192,"Libros, publicaciones periódicas y periódicos",5192
181101,IMPRESIÓN DE LIBROS,5942,Librerías,5942
181109,OTRAS ACTIVIDADES DE IMPRESIÓN N.C.P.,2741,Publicaciones e imprentas varias,2741
181200,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN,2741,Publicaciones e imprentas varias,2741
181200,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN,2741,Publicaciones e imprentas varias,2741
181200,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN,7332,Servicios de planos y fotocopias.,7332
181200,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN,7332,Servicios de planos y fotocopias.,7332
182000,REPRODUCCIÓN DE GRABACIONES,7338,"Servicios rápidos de copia, reproducción y planos",7338
182000,REPRODUCCIÓN DE GRABACIONES,7829,Producción y distribución de películas y cintas de vídeo,7829
191000,FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE,5051,Centros y Oficinas de Servicio de Metales,5051
191000,FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
192000,FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO,5172,Petróleo y productos derivados del petróleo,5172
192000,FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO,5983,"Combustible: fueloil, madera, carbón, petróleo licuado",5983
201101,FABRICACIÓN DE CARBÓN VEGETAL (EXCEPTO ACTIVADO); FABRICACIÓN DE BRIQUETAS DE CARBÓN VEGETAL,5983,"Combustible: fueloil, madera, carbón, petróleo licuado",5983
201109,FABRICACIÓN DE OTRAS SUSTANCIAS QUÍMICAS BÁSICAS N.C.P.,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
201200,FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
201300,FABRICACIÓN DE PLÁSTICOS Y CAUCHO SINTÉTICO EN FORMAS PRIMARIAS,5085,"Suministros industriales, no clasificados en otra parte",5085
201300,FABRICACIÓN DE PLÁSTICOS Y CAUCHO SINTÉTICO EN FORMAS PRIMARIAS,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
202100,FABRICACIÓN DE PLAGUICIDAS Y OTROS PRODUCTOS QUÍMICOS DE USO AGROPECUARIO,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
202200,"FABRICACIÓN DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS",5198,"Pinturas, barnices y suministros",5198
202300,"FABRICACIÓN DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFUMES Y PREPARADOS DE TOCADOR",5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
202901,FABRICACIÓN DE EXPLOSIVOS Y PRODUCTOS PIROTÉCNICOS,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
202909,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P.,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
203000,FABRICACIÓN DE FIBRAS ARTIFICIALES,5199,"Bienes no duraderos, no clasificados en otra parte",5199
210000,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS",2912,Droguerías y Farmacias,2912
210000,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS",5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
221100,FABRICACIÓN DE CUBIERTAS Y CÁMARAS DE CAUCHO; RECAUCHUTADO Y RENOVACIÓN DE CUBIERTAS DE CAUCHO,5199,"Bienes no duraderos, no clasificados en otra parte",5199
221900,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,5199,"Bienes no duraderos, no clasificados en otra parte",5199
222000,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,5199,"Bienes no duraderos, no clasificados en otra parte",5199
231001,FABRICACIÓN DE VIDRIO PLANO,5231,"Tiendas de vidrio, pintura y papel tapiz",5231
231001,FABRICACIÓN DE VIDRIO PLANO,5950,Tiendas de cristalería/cristalería,5950
231002,FABRICACIÓN DE VIDRIO HUECO,5231,"Tiendas de vidrio, pintura y papel tapiz",5231
231002,FABRICACIÓN DE VIDRIO HUECO,5950,Tiendas de cristalería/cristalería,5950
231003,FABRICACIÓN DE FIBRAS DE VIDRIO,5231,"Tiendas de vidrio, pintura y papel tapiz",5231
231003,FABRICACIÓN DE FIBRAS DE VIDRIO,5950,Tiendas de cristalería/cristalería,5950
231009,FABRICACIÓN DE PRODUCTOS DE VIDRIO N.C.P.,5231,"Tiendas de vidrio, pintura y papel tapiz",5231
231009,FABRICACIÓN DE PRODUCTOS DE VIDRIO N.C.P.,5950,Tiendas de cristalería/cristalería,5950
239100,FABRICACIÓN DE PRODUCTOS REFRACTARIOS,5039,"Materiales de construcción, no clasificados en otra parte",5039
239200,FABRICACIÓN DE MATERIALES DE CONSTRUCCIÓN DE ARCILLA,5039,"Materiales de construcción, no clasificados en otra parte",5039
239300,FABRICACIÓN DE OTROS PRODUCTOS DE PORCELANA Y DE CERÁMICA,5199,"Bienes no duraderos, no clasificados en otra parte",5199
239400,"FABRICACIÓN DE CEMENTO, CAL Y YESO",5039,"Materiales de construcción, no clasificados en otra parte",5039
239500,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",5039,"Materiales de construcción, no clasificados en otra parte",5039
239600,"CORTE, TALLA Y ACABADO DE LA PIEDRA",5039,"Materiales de construcción, no clasificados en otra parte",5039
239900,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS N.C.P.,5085,"Suministros industriales, no clasificados en otra parte",5085
241000,INDUSTRIAS BÁSICAS DE HIERRO Y ACERO,5051,Centros y Oficinas de Servicio de Metales,5051
242001,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE COBRE,5051,Centros y Oficinas de Servicio de Metales,5051
242001,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE COBRE,5085,"Suministros industriales, no clasificados en otra parte",5085
242001,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE COBRE,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
242002,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE ALUMINIO,5051,Centros y Oficinas de Servicio de Metales,5051
242002,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE ALUMINIO,5085,"Suministros industriales, no clasificados en otra parte",5085
242002,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE ALUMINIO,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
242009,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE OTROS METALES NO FERROSOS N.C.P.,5051,Centros y Oficinas de Servicio de Metales,5051
242009,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE OTROS METALES NO FERROSOS N.C.P.,5094,"Piedras y metales preciosos, relojes y joyas",5094
243100,FUNDICIÓN DE HIERRO Y ACERO,5051,Centros y Oficinas de Servicio de Metales,5051
243100,FUNDICIÓN DE HIERRO Y ACERO,5085,"Suministros industriales, no clasificados en otra parte",5085
243200,FUNDICIÓN DE METALES NO FERROSOS,5051,Centros y Oficinas de Servicio de Metales,5051
243200,FUNDICIÓN DE METALES NO FERROSOS,5085,"Suministros industriales, no clasificados en otra parte",5085
251100,FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL,5039,"Materiales de construcción, no clasificados en otra parte",5039
251100,FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL,5051,Centros y Oficinas de Servicio de Metales,5051
251100,FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL,5085,"Suministros industriales, no clasificados en otra parte",5085
251201,FABRICACIÓN DE RECIPIENTES DE METAL PARA GASES COMPRIMIDOS O LICUADOS,5051,Centros y Oficinas de Servicio de Metales,5051
251201,FABRICACIÓN DE RECIPIENTES DE METAL PARA GASES COMPRIMIDOS O LICUADOS,5085,"Suministros industriales, no clasificados en otra parte",5085
251201,FABRICACIÓN DE RECIPIENTES DE METAL PARA GASES COMPRIMIDOS O LICUADOS,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
251209,"FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL N.C.P.",5051,Centros y Oficinas de Servicio de Metales,5051
251209,"FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL N.C.P.",5085,"Suministros industriales, no clasificados en otra parte",5085
251209,"FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL N.C.P.",5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
251300,"FABRICACIÓN DE GENERADORES DE VAPOR, EXCEPTO CALDERAS DE AGUA CALIENTE PARA CALEFACCIÓN CENTRAL",5046,"Equipo comercial, no clasificado en otra parte",5046
252000,FABRICACIÓN DE ARMAS Y MUNICIONES,5999,Tiendas minoristas diversas y especializadas,5999
252000,FABRICACIÓN DE ARMAS Y MUNICIONES,7399,"Servicios comerciales, no clasificados en otra parte",7399
259100,"FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA",5051,Centros y Oficinas de Servicio de Metales,5051
259100,"FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA",5085,"Suministros industriales, no clasificados en otra parte",5085
259100,"FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA",5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
259200,TRATAMIENTO Y REVESTIMIENTO DE METALES; MAQUINADO,5051,Centros y Oficinas de Servicio de Metales,5051
259200,TRATAMIENTO Y REVESTIMIENTO DE METALES; MAQUINADO,5085,"Suministros industriales, no clasificados en otra parte",5085
259300,"FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA, HERRAMIENTAS DE MANO Y ARTÍCULOS DE FERRETERÍA",5051,Centros y Oficinas de Servicio de Metales,5051
259300,"FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA, HERRAMIENTAS DE MANO Y ARTÍCULOS DE FERRETERÍA",5251,Ferreterías,5251
259900,FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,5051,Centros y Oficinas de Servicio de Metales,5051
259900,FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,5085,"Suministros industriales, no clasificados en otra parte",5085
261000,FABRICACIÓN DE COMPONENTES Y TABLEROS ELECTRÓNICOS,5065,Piezas y equipos eléctricos,5065
261000,FABRICACIÓN DE COMPONENTES Y TABLEROS ELECTRÓNICOS,5072,Equipos y suministros de hardware,5072
262000,FABRICACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO,5045,"Computadoras, Equipos Periféricos De Computadora, Software",5045
262000,FABRICACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO,5072,Equipos y suministros de hardware,5072
263000,FABRICACIÓN DE EQUIPO DE COMUNICACIONES,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
264000,FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO,5065,Piezas y equipos eléctricos,5065
264000,FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO,5072,Equipos y suministros de hardware,5072
264000,FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO,5722,Tiendas de electrodomésticos,5722
265100,"FABRICACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL",5065,Piezas y equipos eléctricos,5065
265200,FABRICACIÓN DE RELOJES,5094,"Piedras y metales preciosos, relojes y joyas",5094
265200,FABRICACIÓN DE RELOJES,5944,"Tiendas de relojería, joyerías y platería",5944
266000,FABRICACIÓN DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO,5047,"Equipos y suministros médicos, dentales, oftalmológicos y hospitalarios.",5047
266000,FABRICACIÓN DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO,5065,Piezas y equipos eléctricos,5065
267000,FABRICACIÓN DE INSTRUMENTOS ÓPTICOS Y EQUIPO FOTOGRÁFICO,5044,"Equipos de oficina, fotográficos, fotocopiadores y microfilmes.",5044
268000,FABRICACIÓN DE SOPORTES MAGNÉTICOS Y ÓPTICOS,8043,"Ópticas, Artículos de Óptica y Anteojos",8043
271000,"FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, APARATOS DE DISTRIBUCIÓN Y CONTROL",5013,Suministros para vehículos de motor y repuestos nuevos.,5013
271000,"FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, APARATOS DE DISTRIBUCIÓN Y CONTROL",5065,Piezas y equipos eléctricos,5065
272000,"FABRICACIÓN DE PILAS, BATERÍAS Y ACUMULADORES",5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
273100,FABRICACIÓN DE CABLES DE FIBRA ÓPTICA,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
273100,FABRICACIÓN DE CABLES DE FIBRA ÓPTICA,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
273200,FABRICACIÓN DE OTROS HILOS Y CABLES ELÉCTRICOS,5065,Piezas y equipos eléctricos,5065
273200,FABRICACIÓN DE OTROS HILOS Y CABLES ELÉCTRICOS,5065,Piezas y equipos eléctricos,5065
273300,FABRICACIÓN DE DISPOSITIVOS DE CABLEADO,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
274000,FABRICACIÓN DE EQUIPO ELÉCTRICO DE ILUMINACIÓN,5065,Piezas y equipos eléctricos,5065
275000,FABRICACIÓN DE APARATOS DE USO DOMÉSTICO,5065,Piezas y equipos eléctricos,5065
275000,FABRICACIÓN DE APARATOS DE USO DOMÉSTICO,5722,Tiendas de electrodomésticos,5722
279000,FABRICACIÓN DE OTROS TIPOS DE EQUIPO ELÉCTRICO,5065,Piezas y equipos eléctricos,5065
281100,"FABRICACIÓN DE MOTORES Y TURBINAS, EXCEPTO PARA AERONAVES, VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",5046,"Equipo comercial, no clasificado en otra parte",5046
281100,"FABRICACIÓN DE MOTORES Y TURBINAS, EXCEPTO PARA AERONAVES, VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",5065,Piezas y equipos eléctricos,5065
281200,FABRICACIÓN DE EQUIPO DE PROPULSIÓN DE FLUIDOS,5046,"Equipo comercial, no clasificado en otra parte",5046
281200,FABRICACIÓN DE EQUIPO DE PROPULSIÓN DE FLUIDOS,5065,Piezas y equipos eléctricos,5065
281300,"FABRICACIÓN DE OTRAS BOMBAS, COMPRESORES, GRIFOS Y VÁLVULAS",5046,"Equipo comercial, no clasificado en otra parte",5046
281300,"FABRICACIÓN DE OTRAS BOMBAS, COMPRESORES, GRIFOS Y VÁLVULAS",5065,Piezas y equipos eléctricos,5065
281400,"FABRICACIÓN DE COJINETES, ENGRANAJES, TRENES DE ENGRANAJES Y PIEZAS DE TRANSMISIÓN",5013,Suministros para vehículos de motor y repuestos nuevos.,5013
281400,"FABRICACIÓN DE COJINETES, ENGRANAJES, TRENES DE ENGRANAJES Y PIEZAS DE TRANSMISIÓN",5046,"Equipo comercial, no clasificado en otra parte",5046
281400,"FABRICACIÓN DE COJINETES, ENGRANAJES, TRENES DE ENGRANAJES Y PIEZAS DE TRANSMISIÓN",5065,Piezas y equipos eléctricos,5065
281400,"FABRICACIÓN DE COJINETES, ENGRANAJES, TRENES DE ENGRANAJES Y PIEZAS DE TRANSMISIÓN",5533,"Repuestos de automóviles, Tiendas de accesorios",5533
